,Storm identification number,storm name,monthdaytime,year,latitude (deg N),longitude (deg W),maximum wind speed (kt),minimum central pressure (hPa),radius of maximum wind speed (nm),eye diameter (nm),pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),radii (nm) of 34 kt wind to the NE,radii (nm) of 34 kt wind to the SE,radii (nm) of 34 kt wind to the SW,radii (nm) of 34 kt wind to the NW,radii (nm) of 50 kt wind to the NE,radii (nm) of 50 kt wind to the SE,radii (nm) of 50 kt wind to the SW,radii (nm) of 50 kt wind to the NW,radii (nm) of 64 kt wind to the NE,radii (nm) of 64 kt wind to the SE,radii (nm) of 64 kt wind to the SW,radii (nm) of 64 kt wind to the NW,storm type code,distance to the nearest major landmass (km)
3670,AL0798 ,GEORGES   ,92318,1998,19.8,74.3,65,994,20.0,,1007.0,180.0,150.0,125.0,50.0,50.0,100.0,75.0,25.0,25.0,20.0,20.0,20.0,0.0,* ,30.0
3671,AL0798 ,GEORGES   ,92400,1998,20.5,74.9,65,992,20.0,,1008.0,240.0,150.0,125.0,75.0,125.0,100.0,75.0,30.0,30.0,30.0,30.0,0.0,0.0,* ,-13.0
3672,AL0798 ,GEORGES   ,92406,1998,20.8,76.0,65,991,20.0,,1008.0,240.0,135.0,125.0,75.0,125.0,100.0,100.0,30.0,30.0,30.0,0.0,0.0,0.0,* ,-31.0
3673,AL0798 ,GEORGES   ,92412,1998,21.3,77.2,70,990,20.0,,1008.0,240.0,135.0,125.0,75.0,125.0,100.0,100.0,30.0,30.0,30.0,0.0,0.0,0.0,* ,-28.0
3674,AL0798 ,GEORGES   ,92418,1998,21.9,78.0,75,989,30.0,,1009.0,240.0,,,,,,,,,,,,,* ,-13.0
3675,AL0798 ,GEORGES   ,92500,1998,22.7,79.0,80,987,30.0,35.0,1009.0,240.0,150.0,125.0,50.0,125.0,125.0,100.0,30.0,50.0,40.0,40.0,0.0,30.0,* ,44.0
3676,AL0798 ,GEORGES   ,92506,1998,23.4,80.2,85,986,30.0,35.0,1009.0,240.0,150.0,125.0,50.0,125.0,125.0,100.0,30.0,50.0,40.0,40.0,20.0,30.0,* ,49.0
3677,AL0798 ,GEORGES   ,92512,1998,23.9,81.3,90,982,30.0,55.0,1009.0,240.0,150.0,125.0,60.0,125.0,125.0,100.0,30.0,50.0,70.0,60.0,20.0,30.0,* ,80.0
3678,AL0798 ,GEORGES   ,92518,1998,24.6,82.4,90,975,30.0,50.0,1009.0,240.0,150.0,150.0,100.0,150.0,100.0,100.0,40.0,90.0,75.0,60.0,20.0,40.0,* ,142.0
3679,AL0798 ,GEORGES   ,92600,1998,24.8,83.3,90,974,30.0,25.0,1008.0,180.0,150.0,150.0,120.0,150.0,120.0,100.0,75.0,100.0,100.0,75.0,45.0,45.0,* ,202.0
3680,AL0798 ,GEORGES   ,92606,1998,25.2,84.2,90,975,30.0,15.0,1008.0,180.0,150.0,150.0,120.0,150.0,120.0,100.0,75.0,100.0,100.0,75.0,45.0,45.0,* ,260.0
3681,AL0798 ,GEORGES   ,92612,1998,25.7,85.1,90,974,30.0,,1010.0,210.0,150.0,150.0,100.0,80.0,125.0,100.0,30.0,50.0,110.0,60.0,0.0,0.0,* ,296.0
3682,AL0798 ,GEORGES   ,92618,1998,26.2,85.9,90,975,30.0,,1010.0,210.0,175.0,150.0,100.0,80.0,150.0,75.0,30.0,50.0,100.0,30.0,0.0,25.0,* ,349.0
3683,AL0798 ,GEORGES   ,92700,1998,27.0,86.5,95,969,30.0,,1009.0,200.0,150.0,150.0,100.0,75.0,125.0,75.0,25.0,50.0,100.0,25.0,0.0,25.0,* ,319.0
3684,AL0798 ,GEORGES   ,92706,1998,27.6,87.2,95,970,30.0,,1009.0,200.0,150.0,150.0,100.0,75.0,125.0,75.0,25.0,50.0,100.0,25.0,0.0,25.0,* ,264.0
3685,AL0798 ,GEORGES   ,92712,1998,28.2,87.8,95,962,30.0,,1009.0,200.0,130.0,150.0,90.0,100.0,100.0,90.0,30.0,75.0,80.0,40.0,20.0,60.0,* ,177.0
3686,AL0798 ,GEORGES   ,92718,1998,28.8,88.3,95,962,30.0,,1009.0,200.0,110.0,160.0,90.0,100.0,70.0,90.0,30.0,45.0,60.0,40.0,20.0,30.0,* ,102.0
3687,AL0798 ,GEORGES   ,92800,1998,29.3,88.5,95,961,30.0,,1009.0,200.0,110.0,150.0,125.0,100.0,75.0,100.0,60.0,60.0,40.0,30.0,20.0,20.0,* ,68.0
3688,AL0798 ,GEORGES   ,92806,1998,29.8,88.7,90,964,30.0,,1009.0,200.0,110.0,150.0,125.0,100.0,75.0,100.0,60.0,60.0,40.0,30.0,20.0,20.0,* ,67.0
3689,AL0798 ,GEORGES   ,92812,1998,30.4,88.9,90,965,30.0,,1010.0,200.0,100.0,150.0,125.0,100.0,60.0,100.0,90.0,60.0,30.0,60.0,60.0,30.0,* ,0.0
3690,AL0798 ,GEORGES   ,92818,1998,30.6,88.9,65,984,30.0,,1012.0,240.0,75.0,125.0,125.0,75.0,60.0,100.0,75.0,60.0,,,,,* ,-22.0
3691,AL0798 ,GEORGES   ,92900,1998,30.6,89.0,50,986,30.0,,1012.0,300.0,35.0,75.0,75.0,35.0,,,,,0.0,0.0,0.0,0.0,* ,-22.0
3692,AL0798 ,GEORGES   ,92906,1998,30.6,88.4,40,992,30.0,,1012.0,300.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-22.0
3693,AL0798 ,GEORGES   ,92912,1998,31.0,88.1,30,994,30.0,,1010.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-35.0
3694,AL0798 ,GEORGES   ,92918,1998,30.9,87.5,30,996,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-52.0
3695,AL0798 ,GEORGES   ,93000,1998,30.8,86.9,30,998,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-38.0
3696,AL0798 ,GEORGES   ,93006,1998,30.7,86.3,30,1000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-22.0
3697,AL0798 ,GEORGES   ,93012,1998,30.7,85.4,25,1002,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-62.0
3698,AL0798 ,GEORGES   ,93018,1998,30.6,84.2,25,1004,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-56.0
3699,AL0798 ,GEORGES   ,100100,1998,30.5,83.0,25,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,
3700,AL0798 ,GEORGES   ,100106,1998,30.5,81.8,20,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-38.0
3701,AL0898 ,HERMINE   ,91712,1998,26.9,90.3,30,1001,30.0,,1010.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,245.0
3702,AL0898 ,HERMINE   ,91718,1998,26.8,91.6,30,1001,30.0,,1010.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,267.0
3703,AL0898 ,HERMINE   ,91800,1998,26.4,92.1,30,1000,30.0,,1009.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,326.0
3704,AL0898 ,HERMINE   ,91806,1998,25.7,92.5,30,999,30.0,,1009.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,413.0
3705,AL0898 ,HERMINE   ,91812,1998,26.0,92.5,30,999,30.0,,1009.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,383.0
3706,AL0898 ,HERMINE   ,91818,1998,25.9,92.3,30,1000,30.0,,1009.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,385.0
3707,AL0898 ,HERMINE   ,91900,1998,25.8,92.0,30,1001,30.0,,1009.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,385.0
3708,AL0898 ,HERMINE   ,91906,1998,26.4,91.4,30,1001,30.0,,1008.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,306.0
3709,AL0898 ,HERMINE   ,91912,1998,27.5,91.3,35,1001,30.0,,1007.0,200.0,90.0,90.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,184.0
3710,AL0898 ,HERMINE   ,91918,1998,28.3,91.1,40,1000,30.0,,1007.0,180.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,94.0
3711,AL0898 ,HERMINE   ,92000,1998,29.0,90.9,40,999,30.0,,1007.0,210.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,15.0
3712,AL0898 ,HERMINE   ,92006,1998,29.2,90.9,35,1001,30.0,,1007.0,210.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-2.0
3713,AL0898 ,HERMINE   ,92012,1998,30.5,90.5,30,1002,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-36.0
3714,AL0898 ,HERMINE   ,92018,1998,31.0,90.0,20,1003,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-67.0
3715,AL0998 ,IVAN      ,91900,1998,13.4,26.6,25,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,993.0
3716,AL0998 ,IVAN      ,91906,1998,13.1,27.5,25,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1095.0
3717,AL0998 ,IVAN      ,91912,1998,12.9,28.2,25,1010,30.0,,1012.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1174.0
3718,AL0998 ,IVAN      ,91918,1998,13.1,29.0,25,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1254.0
3719,AL0998 ,IVAN      ,92000,1998,13.4,29.6,30,1009,30.0,,1011.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1313.0
3720,AL0998 ,IVAN      ,92006,1998,14.3,30.6,30,1009,30.0,,1011.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1410.0
3721,AL0998 ,IVAN      ,92012,1998,15.2,31.5,30,1008,30.0,,1011.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1503.0
3722,AL0998 ,IVAN      ,92018,1998,16.0,32.6,35,1006,30.0,,1011.0,150.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1623.0
3723,AL0998 ,IVAN      ,92100,1998,16.8,33.7,35,1005,30.0,,1010.0,150.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1746.0
3724,AL0998 ,IVAN      ,92106,1998,17.4,34.9,35,1003,30.0,,1010.0,150.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1880.0
3725,AL0998 ,IVAN      ,92112,1998,18.2,35.6,35,1003,30.0,,1010.0,150.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1965.0
3726,AL0998 ,IVAN      ,92118,1998,19.0,36.0,40,1002,30.0,,1010.0,150.0,75.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1996.0
3727,AL0998 ,IVAN      ,92200,1998,20.0,36.1,40,1001,30.0,,1010.0,150.0,75.0,75.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1991.0
3728,AL0998 ,IVAN      ,92206,1998,21.3,36.1,45,1000,30.0,,1010.0,150.0,75.0,75.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1980.0
3729,AL0998 ,IVAN      ,92212,1998,22.9,36.4,45,997,30.0,,1010.0,180.0,100.0,100.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2003.0
3730,AL0998 ,IVAN      ,92218,1998,24.2,37.1,55,994,30.0,,1010.0,180.0,100.0,100.0,50.0,75.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,2079.0
3731,AL0998 ,IVAN      ,92300,1998,25.6,37.7,50,996,30.0,,1010.0,150.0,100.0,100.0,50.0,75.0,,,,,0.0,0.0,0.0,0.0,* ,2152.0
3732,AL0998 ,IVAN      ,92306,1998,26.9,38.4,45,997,30.0,,1010.0,150.0,175.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2242.0
3733,AL0998 ,IVAN      ,92312,1998,28.3,39.2,55,990,30.0,,1010.0,150.0,175.0,100.0,50.0,100.0,,,,,0.0,0.0,0.0,0.0,* ,2350.0
3734,AL0998 ,IVAN      ,92318,1998,29.6,40.2,65,987,30.0,,1010.0,150.0,175.0,100.0,50.0,100.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,2209.0
3735,AL0998 ,IVAN      ,92400,1998,30.5,40.9,65,986,30.0,,1014.0,120.0,175.0,100.0,50.0,100.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,2089.0
3736,AL0998 ,IVAN      ,92406,1998,31.3,41.6,70,985,30.0,,1014.0,120.0,100.0,80.0,80.0,100.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,1979.0
3737,AL0998 ,IVAN      ,92412,1998,32.3,42.0,70,985,30.0,,1014.0,150.0,100.0,100.0,60.0,75.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,1862.0
3738,AL0998 ,IVAN      ,92418,1998,33.4,42.3,70,985,30.0,,1014.0,150.0,100.0,100.0,60.0,75.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,1740.0
3739,AL0998 ,IVAN      ,92500,1998,34.4,42.3,70,984,30.0,,1012.0,150.0,100.0,100.0,60.0,75.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,1643.0
3740,AL0998 ,IVAN      ,92506,1998,35.3,41.9,70,984,30.0,,1012.0,150.0,100.0,100.0,60.0,75.0,30.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,* ,1577.0
3741,AL0998 ,IVAN      ,92512,1998,36.3,41.3,70,984,40.0,30.0,1012.0,150.0,100.0,100.0,75.0,75.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1517.0
3742,AL0998 ,IVAN      ,92518,1998,37.2,40.2,75,983,40.0,30.0,1012.0,150.0,100.0,100.0,75.0,75.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1500.0
3743,AL0998 ,IVAN      ,92600,1998,38.1,38.7,75,980,30.0,20.0,1012.0,150.0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1520.0
3744,AL0998 ,IVAN      ,92606,1998,39.2,36.3,80,975,30.0,20.0,1012.0,150.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1601.0
3745,AL0998 ,IVAN      ,92612,1998,40.1,33.1,75,977,30.0,20.0,1012.0,150.0,100.0,120.0,120.0,100.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1773.0
3746,AL0998 ,IVAN      ,92618,1998,40.7,29.7,75,982,30.0,987.0,1012.0,150.0,100.0,120.0,120.0,100.0,40.0,40.0,40.0,40.0,25.0,25.0,25.0,25.0,* ,1724.0
3747,AL0998 ,IVAN      ,92700,1998,40.7,25.7,60,994,30.0,,1006.0,150.0,100.0,120.0,120.0,100.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,* ,1398.0
3748,AL0998 ,IVAN      ,92706,1998,40.9,22.7,50,997,,,,,,,,,,,,,0.0,0.0,0.0,0.0,* ,1148.0
3749,AL0998 ,IVAN      ,92712,1998,41.3,19.2,45,1000,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,853.0
3750,AL0998 ,IVAN      ,92718,1998,41.5,15.5,40,1002,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,549.0
3751,AL1098 ,JEANNE    ,92106,1998,9.6,17.4,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,282.0
3752,AL1098 ,JEANNE    ,92112,1998,10.5,18.2,30,1006,30.0,,1010.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,243.0
3753,AL1098 ,JEANNE    ,92118,1998,11.0,19.4,35,1004,30.0,,1010.0,200.0,90.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,313.0
3754,AL1098 ,JEANNE    ,92200,1998,11.5,20.7,40,1002,30.0,,1010.0,200.0,90.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,431.0
3755,AL1098 ,JEANNE    ,92206,1998,12.1,22.2,45,1000,30.0,,1010.0,200.0,90.0,50.0,50.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,587.0
3756,AL1098 ,JEANNE    ,92212,1998,12.7,23.8,55,994,30.0,,1010.0,200.0,100.0,60.0,60.0,100.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,* ,719.0
3757,AL1098 ,JEANNE    ,92218,1998,13.1,25.2,65,987,30.0,,1010.0,200.0,125.0,60.0,60.0,125.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,* ,852.0
3758,AL1098 ,JEANNE    ,92300,1998,13.6,26.7,70,983,30.0,,1010.0,200.0,125.0,60.0,60.0,125.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,* ,1000.0
3759,AL1098 ,JEANNE    ,92306,1998,14.1,28.1,75,980,30.0,,1010.0,200.0,125.0,75.0,75.0,125.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,* ,1143.0
3760,AL1098 ,JEANNE    ,92312,1998,14.5,29.5,80,975,30.0,,1010.0,200.0,125.0,75.0,75.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1291.0
3761,AL1098 ,JEANNE    ,92318,1998,15.0,30.8,85,973,30.0,,1014.0,180.0,125.0,75.0,75.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1428.0
3762,AL1098 ,JEANNE    ,92400,1998,15.4,32.1,85,972,30.0,,1014.0,180.0,125.0,75.0,75.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1568.0
3763,AL1098 ,JEANNE    ,92406,1998,15.9,33.4,90,971,30.0,,1014.0,180.0,150.0,100.0,100.0,150.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,1708.0
3764,AL1098 ,JEANNE    ,92412,1998,16.4,34.4,90,970,30.0,,1014.0,180.0,150.0,100.0,100.0,150.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,1817.0
3765,AL1098 ,JEANNE    ,92418,1998,17.0,35.4,90,969,30.0,,1014.0,180.0,150.0,100.0,100.0,150.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,1929.0
3766,AL1098 ,JEANNE    ,92500,1998,17.5,36.3,90,971,30.0,,1014.0,180.0,150.0,100.0,100.0,150.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2029.0
3767,AL1098 ,JEANNE    ,92506,1998,18.0,37.2,90,973,30.0,,1014.0,180.0,150.0,100.0,100.0,150.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2130.0
3768,AL1098 ,JEANNE    ,92512,1998,18.6,37.9,85,975,30.0,,1014.0,180.0,150.0,100.0,100.0,150.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2178.0
3769,AL1098 ,JEANNE    ,92518,1998,19.3,38.6,80,977,30.0,,1014.0,180.0,150.0,100.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2188.0
3770,AL1098 ,JEANNE    ,92600,1998,20.0,39.4,75,979,30.0,,1014.0,180.0,150.0,150.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2196.0
3771,AL1098 ,JEANNE    ,92606,1998,20.8,40.0,70,983,30.0,,1014.0,180.0,150.0,150.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2222.0
3772,AL1098 ,JEANNE    ,92612,1998,21.6,40.6,70,983,30.0,,1014.0,180.0,150.0,150.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2252.0
3773,AL1098 ,JEANNE    ,92618,1998,22.4,41.2,75,980,30.0,,1014.0,180.0,150.0,150.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2288.0
3774,AL1098 ,JEANNE    ,92700,1998,23.4,41.6,75,980,30.0,,1012.0,150.0,150.0,150.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2359.0
3775,AL1098 ,JEANNE    ,92706,1998,24.4,42.0,70,983,30.0,,1012.0,150.0,150.0,150.0,100.0,100.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,40.0,* ,2433.0
3776,AL1098 ,JEANNE    ,92712,1998,25.6,41.8,70,983,30.0,,1010.0,150.0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,2554.0
3777,AL1098 ,JEANNE    ,92718,1998,27.1,41.5,70,983,30.0,,1011.0,150.0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,2410.0
3778,AL1098 ,JEANNE    ,92800,1998,28.8,41.2,70,983,30.0,,1011.0,150.0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,2247.0
3779,AL1098 ,JEANNE    ,92806,1998,30.6,40.7,70,983,30.0,,1011.0,150.0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,2088.0
3780,AL1098 ,JEANNE    ,92812,1998,32.3,39.6,75,980,30.0,,1009.0,120.0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1975.0
3781,AL1098 ,JEANNE    ,92818,1998,33.8,38.4,80,977,30.0,,1008.0,120.0,125.0,175.0,125.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1900.0
3782,AL1098 ,JEANNE    ,92900,1998,35.0,37.2,80,977,30.0,,1012.0,140.0,125.0,175.0,125.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1865.0
3783,AL1098 ,JEANNE    ,92906,1998,35.8,36.2,75,980,30.0,,1012.0,140.0,125.0,175.0,125.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1860.0
3784,AL1098 ,JEANNE    ,92912,1998,36.2,35.3,65,985,30.0,,1012.0,120.0,125.0,175.0,125.0,125.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,* ,1887.0
3785,AL1098 ,JEANNE    ,92918,1998,36.6,34.6,60,990,30.0,,1014.0,120.0,125.0,175.0,125.0,125.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,* ,1902.0
3786,AL1098 ,JEANNE    ,93000,1998,36.9,33.4,50,997,50.0,,1014.0,120.0,125.0,175.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1962.0
3787,AL1098 ,JEANNE    ,93006,1998,37.2,32.1,45,1000,50.0,,1014.0,120.0,75.0,150.0,120.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2013.0
3788,AL1098 ,JEANNE    ,93012,1998,37.6,30.7,40,1002,30.0,,1017.0,120.0,75.0,150.0,120.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1882.0
3789,AL1098 ,JEANNE    ,93018,1998,38.0,29.4,35,1006,30.0,,1016.0,110.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1761.0
3790,AL1098 ,JEANNE    ,100100,1998,38.2,28.0,30,1008,30.0,,1016.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1636.0
3791,AL1098 ,JEANNE    ,100106,1998,38.3,26.3,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1487.0
3792,AL1098 ,JEANNE    ,100112,1998,38.5,24.5,35,1006,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1328.0
3793,AL1098 ,JEANNE    ,100118,1998,38.7,22.5,35,1005,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1152.0
3794,AL1098 ,JEANNE    ,100200,1998,38.8,21.0,35,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1021.0
3795,AL1098 ,JEANNE    ,100206,1998,38.9,19.5,35,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,891.0
3796,AL1098 ,JEANNE    ,100212,1998,39.0,18.2,40,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,778.0
3797,AL1098 ,JEANNE    ,100218,1998,39.0,16.8,40,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,657.0
3798,AL1098 ,JEANNE    ,100300,1998,39.0,15.5,40,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,545.0
3799,AL1098 ,JEANNE    ,100306,1998,39.0,14.3,40,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,441.0
3800,AL1098 ,JEANNE    ,100312,1998,39.0,13.0,40,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,329.0
3801,AL1098 ,JEANNE    ,100318,1998,39.0,11.0,35,1003,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,156.0
3802,AL1098 ,JEANNE    ,100400,1998,39.1,9.0,30,1003,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,-12.0
